pair,r pearsonr,p pearsonr,r partial_pearsonr,p partial_pearsonr,N,age statistic,% female
"('alpha_bandpower_mean_o_w', 'vol-thalamus')",dx_strata_cci2-4,0.001593955080955647,0.9820831830395135,-0.009154014198312646,0.8978937944351768,201,61.6 (12.6),0.59
"('alpha_bandpower_mean_o_w', 'vol-thalamus')",dx_strata_cci>=5,0.09529307757923763,0.3944314798822744,0.07509525982997005,0.507947494790814,82,65.4 (10.5),0.48
"('alpha_bandpower_mean_o_w', 'vol-thalamus')",dx_no_disease,0.08257617855184998,0.3484130206302595,0.03513477440476488,0.6926272083483258,131,56.6 (12.9),0.49
"('alpha_bandpower_mean_o_w', 'vol-thalamus')",dx_no_disease_cci<2,0.036167164421202914,0.7409460813409892,-0.011348636274646736,0.9183941424514842,86,55.1 (12.1),0.5
"('alpha_bandpower_mean_o_w', 'vol-thalamus')",zzz_blank,,,,,,,
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",dx_dementia,-0.012122823352815143,0.9440564391674804,-0.02882401768427394,0.8714489499437572,36,73.3 (11.2),0.58
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",dx_mci,-0.22664670887453975,0.05734455594932627,-0.17355652849632408,0.15381641214602518,71,68.0 (9.7),0.48
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",dx_elix_depre_no_mci_dementia,0.13910209086987566,0.024337674300912007,0.1370842751005192,0.02709049332256273,262,57.8 (11.9),0.66
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",dx_cci_canc_no_mci_dementia,-0.06106924660465565,0.4952087272544576,-0.06482020603070049,0.4726419705537872,127,64.5 (10.4),0.46
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",dx_cci_diab_no_mci_dementia,0.13857034444477725,0.13120545172239786,0.12171849544227971,0.18917823652227514,120,60.6 (10.4),0.53
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",dx_cci_chf_no_mci_dementia,-0.06621078236352368,0.5646493862821157,-0.1009504683532784,0.3855587000065479,78,65.4 (11.1),0.5
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",dx_cci_pvd_no_mci_dementia,0.22460121090843216,0.03648855851028605,0.17623850488344137,0.1066496146689556,87,64.7 (10.9),0.47
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",dx_cci_cevd_no_mci_dementia,0.032523090637748726,0.7070062941920917,0.07293519419678045,0.40231592484801104,136,63.1 (10.8),0.52
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",dx_strata_cci<2,-0.08977853272584327,0.16563003116255856,-0.06324761597440409,0.3312631643995927,240,56.9 (11.9),0.55
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",dx_strata_cci2-4,-0.057589568741206174,0.41676000119706946,-0.06456216244783514,0.364951978289596,201,61.6 (12.6),0.59
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",dx_strata_cci>=5,0.047503033019757744,0.6717161376370616,0.06272753273241892,0.5804231080688723,82,65.4 (10.5),0.48
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",dx_no_disease,-0.10790507025117366,0.21990576709603607,-0.07188803249980776,0.4181746780859774,131,56.6 (12.9),0.49
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",dx_no_disease_cci<2,-0.015065147708724407,0.8904997567228912,0.03574166531480598,0.7468675054739475,86,55.1 (12.1),0.5
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",zzz_blank,,,,,,,
"('slowdelta_bandpower_total', 'mmse')",dx_dementia,-0.030480642541932612,0.8901932511910647,-0.14697212293911613,0.5249480150150201,23,71.8 (12.2),0.57
"('slowdelta_bandpower_total', 'mmse')",dx_mci,-0.05980545196051142,0.6644842694805052,-0.14727597318830948,0.2926295500024005,55,68.0 (10.1),0.49
"('slowdelta_bandpower_total', 'mmse')",dx_elix_depre_no_mci_dementia,0.01646960436150169,0.9059072410385126,-0.027370021481837294,0.8472673727771554,54,61.7 (10.6),0.46
"('slowdelta_bandpower_total', 'mmse')",dx_cci_canc_no_mci_dementia,-0.025228444028163488,0.9112659461775505,-0.3585606644571191,0.12056015383603179,22,67.0 (9.3),0.32
"('slowdelta_bandpower_total', 'mmse')",dx_cci_diab_no_mci_dementia,0.11560016447959581,0.6939257888710473,0.06047185013703965,0.85190577541529,14,63.0 (8.1),0.21
"('slowdelta_bandpower_total', 'mmse')",dx_cci_chf_no_mci_dementia,-0.11660211312458452,0.7327883005728594,-0.327265213353703,0.3899741671874455,11,69.1 (10.6),0.36
"('slowdelta_bandpower_total', 'mmse')",dx_cci_pvd_no_mci_dementia,0.07428093342177403,0.8094239018401952,0.07975043403526604,0.8156954708679763,13,67.1 (9.2),0.15
"('slowdelta_bandpower_total', 'mmse')",dx_cci_cevd_no_mci_dementia,0.12874515184063506,0.5582433107825149,-0.1833573266741738,0.42627772795108865,23,67.2 (10.6),0.39
"('slowdelta_bandpower_total', 'mmse')",dx_strata_cci<2,0.012841351318069932,0.921754981141289,-0.07687579963200197,0.5627798519805369,61,62.3 (11.9),0.41
"('slowdelta_bandpower_total', 'mmse')",dx_strata_cci2-4,0.027812813745379306,0.837283258608515,-0.12619656157114523,0.35857705051946653,57,66.8 (10.7),0.49
"('slowdelta_bandpower_total', 'mmse')",dx_strata_cci>=5,-0.039194525349177695,0.866050032750892,-0.05332474126870463,0.828355815584163,21,68.5 (10.7),0.62
"('slowdelta_bandpower_total', 'mmse')",dx_no_disease,-0.29237153663509563,0.29030927566517617,-0.24054713911740574,0.428568111332873,15,59.2 (12.5),0.4
"('slowdelta_bandpower_total', 'mmse')",dx_no_disease_cci<2,-0.3056780584394594,0.33392828189751145,-0.33827231411872,0.3390477629133065,12,60.5 (13.7),0.33
"('slowdelta_bandpower_total', 'mmse')",zzz_blank,,,,,,,
"('so_rate_f', 'mmse')",dx_dementia,-0.12300999230427706,0.576047460579114,-0.2576075468160869,0.2595824311684807,23,71.8 (12.2),0.57
"('so_rate_f', 'mmse')",dx_mci,-0.11244249353967939,0.4137347756289365,-0.17484191947575534,0.2105013149601391,55,68.0 (10.1),0.49
"('so_rate_f', 'mmse')",dx_elix_depre_no_mci_dementia,0.005083954272813246,0.9708953749457411,-0.023910953459787825,0.8663812157932895,54,61.7 (10.6),0.46
"('so_rate_f', 'mmse')",dx_cci_canc_no_mci_dementia,-0.03726897494411804,0.8692117677243505,-0.3181444062714237,0.17162390335822092,22,67.0 (9.3),0.32
"('so_rate_f', 'mmse')",dx_cci_diab_no_mci_dementia,0.021949719028134154,0.9406291092289912,-0.01433524600625505,0.9647315199215294,14,63.0 (8.1),0.21
"('so_rate_f', 'mmse')",dx_cci_chf_no_mci_dementia,-0.13812156971259074,0.6854797113851281,-0.3949139864243406,0.29284607595971124,11,69.1 (10.6),0.36
"('so_rate_f', 'mmse')",dx_cci_pvd_no_mci_dementia,-0.0918531708160468,0.7653657191758296,-0.07085560118493942,0.8359959419170994,13,67.1 (9.2),0.15
"('so_rate_f', 'mmse')",dx_cci_cevd_no_mci_dementia,0.15676355950165266,0.4750287147298969,-0.1346808739677619,0.5605293398238325,23,67.2 (10.6),0.39
"('so_rate_f', 'mmse')",dx_strata_cci<2,0.017796129775213713,0.8917204886506582,-0.05042692902831539,0.7044721077798303,61,62.3 (11.9),0.41
"('so_rate_f', 'mmse')",dx_strata_cci2-4,-0.04912784973528185,0.716672790143079,-0.1917586198058316,0.1607631646234605,57,66.8 (10.7),0.49
"('so_rate_f', 'mmse')",dx_strata_cci>=5,-0.022308549370718092,0.923534718765869,-0.05325880395169931,0.8285650576993744,21,68.5 (10.7),0.62
"('so_rate_f', 'mmse')",dx_no_disease,-0.4012701688917297,0.13822576319155666,-0.39038909229227164,0.18723071598888752,15,59.2 (12.5),0.4
"('so_rate_f', 'mmse')",dx_no_disease_cci<2,-0.4389282765365301,0.15343439758824307,-0.5306484119657832,0.11454957478835998,12,60.5 (13.7),0.33
"('so_rate_f', 'mmse')",zzz_blank,,,,,,,
"('vol-ctx--anterior', 'mmse')",dx_dementia,-0.07435221633577835,0.7359943285164423,-0.160006723696958,0.48841717017393393,23,71.8 (12.2),0.57
"('vol-ctx--anterior', 'mmse')",dx_mci,0.10636853541738046,0.439565141519184,0.06455134891022526,0.646080133316712,55,68.0 (10.1),0.49
"('vol-ctx--anterior', 'mmse')",dx_elix_depre_no_mci_dementia,-0.20700514377870755,0.1331234449614162,-0.23328128938689793,0.09603771064118952,54,61.7 (10.6),0.46
"('vol-ctx--anterior', 'mmse')",dx_cci_canc_no_mci_dementia,-0.06752927516986376,0.7652510180877539,-0.12854448825676146,0.5891264682460272,22,67.0 (9.3),0.32
"('vol-ctx--anterior', 'mmse')",dx_cci_diab_no_mci_dementia,0.1527683806781976,0.6020939575685904,0.11274368233557168,0.7271937349388298,14,63.0 (8.1),0.21
"('vol-ctx--anterior', 'mmse')",dx_cci_chf_no_mci_dementia,0.1261729939179336,0.7116339913296665,0.054083401228179215,0.8900904060777035,11,69.1 (10.6),0.36
"('vol-ctx--anterior', 'mmse')",dx_cci_pvd_no_mci_dementia,0.10633377432259368,0.7295355600289963,0.09872424775209358,0.7727438417809539,13,67.1 (9.2),0.15
"('vol-ctx--anterior', 'mmse')",dx_cci_cevd_no_mci_dementia,0.021367098128765027,0.9229097551275941,0.047232687199941774,0.8388954917052269,23,67.2 (10.6),0.39
"('vol-ctx--anterior', 'mmse')",dx_strata_cci<2,-0.02124123951166202,0.8709234945414474,-0.09240259492053082,0.48638931715349254,61,62.3 (11.9),0.41
"('vol-ctx--anterior', 'mmse')",dx_strata_cci2-4,-0.05334807667985651,0.6934874056503125,-0.10357391884541474,0.4517449826061891,57,66.8 (10.7),0.49
"('vol-ctx--anterior', 'mmse')",dx_strata_cci>=5,0.2346384762888573,0.3059340334360824,-0.0461771454148638,0.8510992447956898,21,68.5 (10.7),0.62
"('vol-ctx--anterior', 'mmse')",dx_no_disease,-0.053718050800268896,0.849202665171436,-0.02039492939158627,0.9472732734750577,15,59.2 (12.5),0.4
"('vol-ctx--anterior', 'mmse')",dx_no_disease_cci<2,0.06447603572496782,0.8422047186328956,0.06388766124876143,0.8608147710466505,12,60.5 (13.7),0.33
"('vol-ctx--anterior', 'mmse')",zzz_blank,,,,,,,
"('vol-thalamus', 'mmse')",dx_dementia,0.001637993520953479,0.9940817954048529,-0.1449225955877389,0.5308063882596729,23,71.8 (12.2),0.57
"('vol-thalamus', 'mmse')",dx_mci,-0.04978173236552847,0.7181478642453326,-0.18605320217556326,0.18224645724237146,55,68.0 (10.1),0.49
"('vol-thalamus', 'mmse')",dx_elix_depre_no_mci_dementia,0.1383441943829623,0.3184549683251462,0.13957213235383598,0.3237192272910867,54,61.7 (10.6),0.46
"('vol-thalamus', 'mmse')",dx_cci_canc_no_mci_dementia,-0.044356622495689196,0.8446081603530744,-0.17564886073069488,0.4588543763783923,22,67.0 (9.3),0.32
"('vol-thalamus', 'mmse')",dx_cci_diab_no_mci_dementia,-0.029622183582601647,0.9199289716441036,-0.21358384108250275,0.5050693391620327,14,63.0 (8.1),0.21
"('vol-thalamus', 'mmse')",dx_cci_chf_no_mci_dementia,0.27176252345167806,0.4188569040769454,0.1854456611865095,0.6328731087596948,11,69.1 (10.6),0.36
"('vol-thalamus', 'mmse')",dx_cci_pvd_no_mci_dementia,0.5500771721770354,0.0514496571192964,0.43561180066586136,0.18050179380981865,13,67.1 (9.2),0.15
"('vol-thalamus', 'mmse')",dx_cci_cevd_no_mci_dementia,0.2008196057037525,0.35820162144478535,-0.00443790569655609,0.9847679300474105,23,67.2 (10.6),0.39
"('vol-thalamus', 'mmse')",dx_strata_cci<2,0.15799311653576725,0.2239495365511361,-0.008905031414735028,0.9466305616300905,61,62.3 (11.9),0.41
"('vol-thalamus', 'mmse')",dx_strata_cci2-4,0.313716906784849,0.01748390513245543,0.13416502981400258,0.32878458204340044,57,66.8 (10.7),0.49
"('vol-thalamus', 'mmse')",dx_strata_cci>=5,0.2486135394605617,0.2771676427998386,0.1956833070188674,0.42205334933804706,21,68.5 (10.7),0.62
"('vol-thalamus', 'mmse')",dx_no_disease,0.04255432947603467,0.8803063373513114,0.1210031102051698,0.6937471579958986,15,59.2 (12.5),0.4
"('vol-thalamus', 'mmse')",dx_no_disease_cci<2,0.12093717006353755,0.7081091998557063,0.16652163272002485,0.6456678818493118,12,60.5 (13.7),0.33
"('vol-thalamus', 'mmse')",zzz_blank,,,,,,,
"('ss_dens_f', 'mmse')",dx_dementia,0.2720997149023953,0.20910341971262114,0.26301539359554904,0.24935873554987012,23,71.8 (12.2),0.57
"('ss_dens_f', 'mmse')",dx_mci,0.2741856764150908,0.042794210949379304,0.25811493882746794,0.06203359006427501,55,68.0 (10.1),0.49
"('ss_dens_f', 'mmse')",dx_elix_depre_no_mci_dementia,-0.08151999901460866,0.5578708903327868,-0.07322448335553713,0.6059334615421104,54,61.7 (10.6),0.46
"('ss_dens_f', 'mmse')",dx_cci_canc_no_mci_dementia,0.18215491746429702,0.4171752139850762,0.04684710088962982,0.8445134344135998,22,67.0 (9.3),0.32
"('ss_dens_f', 'mmse')",dx_cci_diab_no_mci_dementia,0.37157211676029117,0.1908358906449825,0.34046036878534913,0.2788592406233623,14,63.0 (8.1),0.21
"('ss_dens_f', 'mmse')",dx_cci_chf_no_mci_dementia,0.3937915220093631,0.23080165508002573,0.3260785781598905,0.3917973193306244,11,69.1 (10.6),0.36
"('ss_dens_f', 'mmse')",dx_cci_pvd_no_mci_dementia,0.14712774415616225,0.6314762168343198,-0.11642640646217457,0.7331782727634921,13,67.1 (9.2),0.15
"('ss_dens_f', 'mmse')",dx_cci_cevd_no_mci_dementia,0.3287251575146637,0.1256410328719774,0.3545526195550442,0.114793740050207,23,67.2 (10.6),0.39
"('ss_dens_f', 'mmse')",dx_strata_cci<2,0.20077287873205724,0.12078412830383316,0.14056308472931617,0.2882959089436978,61,62.3 (11.9),0.41
"('ss_dens_f', 'mmse')",dx_strata_cci2-4,0.3816122992585972,0.003400495875688424,0.33224178534302884,0.013204034061529715,57,66.8 (10.7),0.49
"('ss_dens_f', 'mmse')",dx_strata_cci>=5,-0.004904037501540753,0.9831682496675404,-0.1841271650960822,0.45049380591641663,21,68.5 (10.7),0.62
"('ss_dens_f', 'mmse')",dx_no_disease,0.06842350782402423,0.8085508885562479,0.25934506150947495,0.39219473986345,15,59.2 (12.5),0.4
"('ss_dens_f', 'mmse')",dx_no_disease_cci<2,0.03347774248396962,0.917736358094437,0.1954573607658245,0.5884004450524638,12,60.5 (13.7),0.33
"('ss_dens_f', 'mmse')",zzz_blank,,,,,,,
"('fs_dens_c', 'mmse')",dx_dementia,0.0062313602272077336,0.9774881625731755,-0.010228433119579385,0.964901749004935,23,71.8 (12.2),0.57
"('fs_dens_c', 'mmse')",dx_mci,0.056267091788605665,0.6832539855241894,-0.005597076079650041,0.9682717219869359,55,68.0 (10.1),0.49
"('fs_dens_c', 'mmse')",dx_elix_depre_no_mci_dementia,-0.07505011355897206,0.5896380987304554,-0.06948071188857007,0.6245265833720082,54,61.7 (10.6),0.46
"('fs_dens_c', 'mmse')",dx_cci_canc_no_mci_dementia,0.04665893040277453,0.8366449658632094,0.0319408384945131,0.8936559386149123,22,67.0 (9.3),0.32
"('fs_dens_c', 'mmse')",dx_cci_diab_no_mci_dementia,0.27056271936324333,0.3494878587370654,0.23456060869077594,0.4630637844438984,14,63.0 (8.1),0.21
"('fs_dens_c', 'mmse')",dx_cci_chf_no_mci_dementia,0.24955886822009565,0.45926337962380065,0.21115616656911498,0.585500281825869,11,69.1 (10.6),0.36
"('fs_dens_c', 'mmse')",dx_cci_pvd_no_mci_dementia,0.049812196215079124,0.8716192107684376,-0.17718277978769914,0.6022385277344966,13,67.1 (9.2),0.15
"('fs_dens_c', 'mmse')",dx_cci_cevd_no_mci_dementia,0.24026833383291551,0.2694617772649297,0.27107857958812354,0.23460165982072675,23,67.2 (10.6),0.39
"('fs_dens_c', 'mmse')",dx_strata_cci<2,0.24735080884822513,0.05462012001637101,0.16531584704565938,0.2108336605854703,61,62.3 (11.9),0.41
"('fs_dens_c', 'mmse')",dx_strata_cci2-4,0.321938017779991,0.014600751829686252,0.20303709985863413,0.13709090176538655,57,66.8 (10.7),0.49
"('fs_dens_c', 'mmse')",dx_strata_cci>=5,0.20432269905612935,0.37431737541511034,0.026627212514899384,0.9138336300618701,21,68.5 (10.7),0.62
"('fs_dens_c', 'mmse')",dx_no_disease,0.011960997385211933,0.9662540551389703,0.2057190346215837,0.5001444160652111,15,59.2 (12.5),0.4
"('fs_dens_c', 'mmse')",dx_no_disease_cci<2,0.08524019597970892,0.792248190739145,0.22411344915115608,0.5336422597566359,12,60.5 (13.7),0.33
"('fs_dens_c', 'mmse')",zzz_blank,,,,,,,
"('vol-hippocampus', 'mmse')",dx_dementia,0.4220928596583299,0.04482660424076307,0.43447461895898287,0.04905537524804573,23,71.8 (12.2),0.57
"('vol-hippocampus', 'mmse')",dx_mci,0.07951539941624616,0.5638907049348961,0.016637625117876084,0.9058746168106182,55,68.0 (10.1),0.49
"('vol-hippocampus', 'mmse')",dx_elix_depre_no_mci_dementia,-0.10854080975921655,0.43465082133059385,-0.1292135511748458,0.3612651683400683,54,61.7 (10.6),0.46
"('vol-hippocampus', 'mmse')",dx_cci_canc_no_mci_dementia,-0.37219931741772605,0.08804958728564724,-0.4263210188020105,0.060875394736278836,22,67.0 (9.3),0.32
"('vol-hippocampus', 'mmse')",dx_cci_diab_no_mci_dementia,0.04737244628805422,0.8722396623905022,0.08332295558665274,0.7968337547854015,14,63.0 (8.1),0.21
"('vol-hippocampus', 'mmse')",dx_cci_chf_no_mci_dementia,-0.13160461927041148,0.6997082594871513,-0.17711639287145764,0.6484812552962665,11,69.1 (10.6),0.36
"('vol-hippocampus', 'mmse')",dx_cci_pvd_no_mci_dementia,0.13342914776126014,0.6638794317530263,0.07421750719409291,0.8283119414924205,13,67.1 (9.2),0.15
"('vol-hippocampus', 'mmse')",dx_cci_cevd_no_mci_dementia,0.01867146376752092,0.9326123110055204,-0.03702489658679821,0.8734057300623269,23,67.2 (10.6),0.39
"('vol-hippocampus', 'mmse')",dx_strata_cci<2,0.35762267617941546,0.004661070069251412,0.29303333010526145,0.024299131471084704,61,62.3 (11.9),0.41
"('vol-hippocampus', 'mmse')",dx_strata_cci2-4,0.12808062689595956,0.34237524556359955,0.0521583369600251,0.7052898608881023,57,66.8 (10.7),0.49
"('vol-hippocampus', 'mmse')",dx_strata_cci>=5,0.23817242834705948,0.29849413519893264,0.11174983709019652,0.6487723359771043,21,68.5 (10.7),0.62
"('vol-hippocampus', 'mmse')",dx_no_disease,0.2525776630059092,0.3637648258100507,0.2562137993413192,0.3981392592105695,15,59.2 (12.5),0.4
"('vol-hippocampus', 'mmse')",dx_no_disease_cci<2,0.3953833252554654,0.2033235769889588,0.4204586443600374,0.22632460772412336,12,60.5 (13.7),0.33
"('vol-hippocampus', 'mmse')",zzz_blank,,,,,,,
"('perc_r', 'mmse')",dx_dementia,0.016468237488274338,0.9405494703386978,0.040232547736316425,0.8625345515416423,23,71.8 (12.2),0.57
"('perc_r', 'mmse')",dx_mci,0.32290272473941606,0.016194371013068844,0.32516185882664006,0.0175145987215346,55,68.0 (10.1),0.49
"('perc_r', 'mmse')",dx_elix_depre_no_mci_dementia,0.23377048627378522,0.08888254603610259,0.25847653883495103,0.0642890266257259,54,61.7 (10.6),0.46
"('perc_r', 'mmse')",dx_cci_canc_no_mci_dementia,0.3269526082742472,0.13749094958978142,0.3295015146724047,0.15599369969622356,22,67.0 (9.3),0.32
"('perc_r', 'mmse')",dx_cci_diab_no_mci_dementia,0.3092917978947391,0.2819119404821865,0.4096046110947388,0.18606447401674772,14,63.0 (8.1),0.21
"('perc_r', 'mmse')",dx_cci_chf_no_mci_dementia,0.5166063122584271,0.10372425025325446,0.4872794247589685,0.1833620562179246,11,69.1 (10.6),0.36
"('perc_r', 'mmse')",dx_cci_pvd_no_mci_dementia,0.32815774062326925,0.27367248188072474,0.313911062028364,0.3471772917233241,13,67.1 (9.2),0.15
"('perc_r', 'mmse')",dx_cci_cevd_no_mci_dementia,0.29391592107926257,0.17343273727925143,0.25702330286616554,0.26070267568460065,23,67.2 (10.6),0.39
"('perc_r', 'mmse')",dx_strata_cci<2,0.050470797804930974,0.6992886073184875,0.062170183379053175,0.6399464133639374,61,62.3 (11.9),0.41
"('perc_r', 'mmse')",dx_strata_cci2-4,0.23745774286236906,0.075308039726714,0.23322872229079555,0.08659058044214829,57,66.8 (10.7),0.49
"('perc_r', 'mmse')",dx_strata_cci>=5,0.3773646001079936,0.09171401835955638,0.37038484035396324,0.11852711573124611,21,68.5 (10.7),0.62
"('perc_r', 'mmse')",dx_no_disease,-0.12120603645977185,0.6669799418753728,-0.20289800254687299,0.5061680382451337,15,59.2 (12.5),0.4
"('perc_r', 'mmse')",dx_no_disease_cci<2,-0.20367484367209818,0.5254778729167952,-0.2923633484111618,0.4123745890151653,12,60.5 (13.7),0.33
"('perc_r', 'mmse')",zzz_blank,,,,,,,
"('vol-ctx--isthmuscingulate', 'mmse')",dx_dementia,-0.06739507818953533,0.7599561822010614,-0.030634478742569384,0.8951274811986902,23,71.8 (12.2),0.57
"('vol-ctx--isthmuscingulate', 'mmse')",dx_mci,0.14877602295643283,0.2783396979095025,0.1286577729360083,0.35854982490458087,55,68.0 (10.1),0.49
"('vol-ctx--isthmuscingulate', 'mmse')",dx_elix_depre_no_mci_dementia,-0.20737344207378833,0.13241927774185336,-0.2086546523722691,0.13769020439385715,54,61.7 (10.6),0.46
"('vol-ctx--isthmuscingulate', 'mmse')",dx_cci_canc_no_mci_dementia,-0.26116096650889575,0.24040994321439466,-0.1429069363412639,0.5478092037546027,22,67.0 (9.3),0.32
"('vol-ctx--isthmuscingulate', 'mmse')",dx_cci_diab_no_mci_dementia,0.3617138395645976,0.2038022346769895,0.32882337791961314,0.29666730649740863,14,63.0 (8.1),0.21
"('vol-ctx--isthmuscingulate', 'mmse')",dx_cci_chf_no_mci_dementia,-0.2504888346352123,0.45753607329021606,-0.28114801539309414,0.4636478858370232,11,69.1 (10.6),0.36
"('vol-ctx--isthmuscingulate', 'mmse')",dx_cci_pvd_no_mci_dementia,0.025146445228608316,0.935010337355709,0.4068526115695778,0.21430061649767154,13,67.1 (9.2),0.15
"('vol-ctx--isthmuscingulate', 'mmse')",dx_cci_cevd_no_mci_dementia,-0.048848016688588625,0.8248321370636298,0.06619685162007218,0.7755756101494877,23,67.2 (10.6),0.39
"('vol-ctx--isthmuscingulate', 'mmse')",dx_strata_cci<2,0.08232132611164855,0.5282231089465836,0.12990488337905395,0.32677414626409085,61,62.3 (11.9),0.41
"('vol-ctx--isthmuscingulate', 'mmse')",dx_strata_cci2-4,0.04149783385636431,0.7592294984604329,0.07282345950913131,0.5972420158300815,57,66.8 (10.7),0.49
"('vol-ctx--isthmuscingulate', 'mmse')",dx_strata_cci>=5,-0.03894882586194663,0.8668825046515645,-0.25138042561217705,0.2992032118817501,21,68.5 (10.7),0.62
"('vol-ctx--isthmuscingulate', 'mmse')",dx_no_disease,0.22381664638333243,0.42261807330418555,0.3010732465685168,0.31750215839585605,15,59.2 (12.5),0.4
"('vol-ctx--isthmuscingulate', 'mmse')",dx_no_disease_cci<2,0.2988439306424296,0.34539251125940856,0.387189028219129,0.26898509782148516,12,60.5 (13.7),0.33
"('vol-ctx--isthmuscingulate', 'mmse')",zzz_blank,,,,,,,
"('vol-amygdala', 'mmse')",dx_dementia,0.20844921553839135,0.33984097196643087,0.190697754549408,0.40766200215220094,23,71.8 (12.2),0.57
"('vol-amygdala', 'mmse')",dx_mci,0.2566060863909597,0.05860682737967599,0.22069045930983894,0.11228890946244348,55,68.0 (10.1),0.49
"('vol-amygdala', 'mmse')",dx_elix_depre_no_mci_dementia,-0.008065186470267202,0.9538434910757365,-0.017933837383242154,0.8995822296354736,54,61.7 (10.6),0.46
"('vol-amygdala', 'mmse')",dx_cci_canc_no_mci_dementia,0.031131506974271916,0.8906126345578281,-0.03007025220766603,0.8998529547423739,22,67.0 (9.3),0.32
"('vol-amygdala', 'mmse')",dx_cci_diab_no_mci_dementia,0.14207084975186912,0.6280385855025463,0.12381027689653597,0.7014527955924361,14,63.0 (8.1),0.21
"('vol-amygdala', 'mmse')",dx_cci_chf_no_mci_dementia,0.4921424778796022,0.12411354339626893,0.43390559271601764,0.24325984218218816,11,69.1 (10.6),0.36
"('vol-amygdala', 'mmse')",dx_cci_pvd_no_mci_dementia,0.4049440674329553,0.16987724533802304,0.34540654329293113,0.2981608587308299,13,67.1 (9.2),0.15
"('vol-amygdala', 'mmse')",dx_cci_cevd_no_mci_dementia,0.22871686627108184,0.2938498802339184,0.23964377341037527,0.2954295817877773,23,67.2 (10.6),0.39
"('vol-amygdala', 'mmse')",dx_strata_cci<2,0.263871731698668,0.03989417376435819,0.1547201282801462,0.24197610750708676,61,62.3 (11.9),0.41
"('vol-amygdala', 'mmse')",dx_strata_cci2-4,0.3260510284602933,0.013318237398642213,0.2587612091010919,0.05644607878112273,57,66.8 (10.7),0.49
"('vol-amygdala', 'mmse')",dx_strata_cci>=5,0.6042325422998147,0.003719616038836451,0.583578216876488,0.008714419319121463,21,68.5 (10.7),0.62
"('vol-amygdala', 'mmse')",dx_no_disease,0.37344856209940064,0.17034226252796197,0.41246011463993637,0.1613346810045656,15,59.2 (12.5),0.4
"('vol-amygdala', 'mmse')",dx_no_disease_cci<2,0.507644866910187,0.09202262045028893,0.5557717288733502,0.09529582633335425,12,60.5 (13.7),0.33
"('vol-amygdala', 'mmse')",zzz_blank,,,,,,,
"('vol-brain-stem', 'mmse')",dx_dementia,-0.08399837053268525,0.703164996983622,-0.09229334215725414,0.6907081038145764,23,71.8 (12.2),0.57
"('vol-brain-stem', 'mmse')",dx_mci,-0.06837361657464006,0.6198897789626235,-0.07905823548295028,0.5736320929990708,55,68.0 (10.1),0.49
"('vol-brain-stem', 'mmse')",dx_elix_depre_no_mci_dementia,-0.02237283235225051,0.8724248470962015,-0.07188633868178819,0.6125516733495061,54,61.7 (10.6),0.46
"('vol-brain-stem', 'mmse')",dx_cci_canc_no_mci_dementia,-0.26833176140193304,0.2272708550384754,-0.3269671454882722,0.15939276031764424,22,67.0 (9.3),0.32
"('vol-brain-stem', 'mmse')",dx_cci_diab_no_mci_dementia,-0.6026650573730217,0.022543398298112003,-0.609535707443094,0.03536481442835961,14,63.0 (8.1),0.21
"('vol-brain-stem', 'mmse')",dx_cci_chf_no_mci_dementia,-0.1594668473894364,0.639534490319213,-0.029537646554341355,0.9398701332282955,11,69.1 (10.6),0.36
"('vol-brain-stem', 'mmse')",dx_cci_pvd_no_mci_dementia,0.1363544938343064,0.6569120832657738,0.06329765492637052,0.8533165955649992,13,67.1 (9.2),0.15
"('vol-brain-stem', 'mmse')",dx_cci_cevd_no_mci_dementia,-0.0869963039526805,0.6930624414803028,-0.2462128641914028,0.28198442919094857,23,67.2 (10.6),0.39
"('vol-brain-stem', 'mmse')",dx_strata_cci<2,0.029324142783301102,0.8224935566044207,0.02279283314407586,0.8639475038796809,61,62.3 (11.9),0.41
"('vol-brain-stem', 'mmse')",dx_strata_cci2-4,0.04785572229340401,0.7237129483521033,0.033198349667685555,0.8098521484109225,57,66.8 (10.7),0.49
"('vol-brain-stem', 'mmse')",dx_strata_cci>=5,-0.040446986832845644,0.8618086178032399,0.14079385265251484,0.5653463764441773,21,68.5 (10.7),0.62
"('vol-brain-stem', 'mmse')",dx_no_disease,0.17187690002282338,0.5401988617117771,0.1826459538828397,0.5503443371819303,15,59.2 (12.5),0.4
